perm_acc,sub_folder,processing_time
0.838833333,permute375_WINS_BINS_circular,1766127467
0.856166667,permute376_WINS_BINS_circular,1766127467
0.834833333,permute377_WINS_BINS_circular,1766127469
0.849666667,permute378_WINS_BINS_circular,1766127468
0.8725,permute379_WINS_BINS_circular,1766127468
0.884833333,permute37_WINS_BINS_circular,1766127467
0.865333333,permute380_WINS_BINS_circular,1766127468
0.844666667,permute381_WINS_BINS_circular,1766127471
0.848166667,permute382_WINS_BINS_circular,1766127470
0.866166667,permute383_WINS_BINS_circular,1766127470
0.855333333,permute384_WINS_BINS_circular,1766127470
0.862,permute385_WINS_BINS_circular,1766127470
0.879166667,permute386_WINS_BINS_circular,1766127472
0.8575,permute387_WINS_BINS_circular,1766127472
0.886333333,permute388_WINS_BINS_circular,1766127472
0.8915,permute389_WINS_BINS_circular,1766127472
0.8665,permute38_WINS_BINS_circular,1766127468
0.846833333,permute390_WINS_BINS_circular,1766127472
0.844333333,permute391_WINS_BINS_circular,1766127472
0.8435,permute392_WINS_BINS_circular,1766127472
0.905,permute393_WINS_BINS_circular,1766127472
0.876166667,permute394_WINS_BINS_circular,1766127472
0.861833333,permute395_WINS_BINS_circular,1766127472
0.896666667,permute396_WINS_BINS_circular,1766127472
0.877666667,permute397_WINS_BINS_circular,1766127473
0.884166667,permute398_WINS_BINS_circular,1766127475
0.830666667,permute399_WINS_BINS_circular,1766127473
0.862833333,permute39_WINS_BINS_circular,1766127472
0.849833333,permute3_WINS_BINS_circular,1766127452
0.831333333,permute400_WINS_BINS_circular,1766127474
0.878833333,permute401_WINS_BINS_circular,1766127474
0.884833333,permute402_WINS_BINS_circular,1766127475
0.888,permute403_WINS_BINS_circular,1766127475
0.881333333,permute404_WINS_BINS_circular,1766127475
0.892,permute405_WINS_BINS_circular,1766127475
0.891333333,permute406_WINS_BINS_circular,1766127476
0.875833333,permute407_WINS_BINS_circular,1766127476
0.8795,permute408_WINS_BINS_circular,1766127476
0.848166667,permute409_WINS_BINS_circular,1766127476
0.878,permute40_WINS_BINS_circular,1766127474
0.847333333,permute410_WINS_BINS_circular,1766127477
0.8305,permute411_WINS_BINS_circular,1766127477
0.8835,permute412_WINS_BINS_circular,1766127477
0.878333333,permute413_WINS_BINS_circular,1766127478
0.864833333,permute414_WINS_BINS_circular,1766127478
0.844166667,permute415_WINS_BINS_circular,1766127478
0.900833333,permute416_WINS_BINS_circular,1766127478
0.867166667,permute417_WINS_BINS_circular,1766127478
0.845833333,permute418_WINS_BINS_circular,1766127481
0.896333333,permute419_WINS_BINS_circular,1766127481
0.841666667,permute41_WINS_BINS_circular,1766127477
0.885333333,permute420_WINS_BINS_circular,1766127481
0.891,permute421_WINS_BINS_circular,1766127481
0.8515,permute422_WINS_BINS_circular,1766127481
0.880833333,permute423_WINS_BINS_circular,1766127481
0.825,permute424_WINS_BINS_circular,1766127482
0.8845,permute425_WINS_BINS_circular,1766127482
0.885,permute426_WINS_BINS_circular,1766127482
0.8405,permute427_WINS_BINS_circular,1766127482
0.887166667,permute428_WINS_BINS_circular,1766127482
0.887,permute429_WINS_BINS_circular,1766127482
0.842,permute42_WINS_BINS_circular,1766127482
0.884333333,permute430_WINS_BINS_circular,1766127482
0.889333333,permute431_WINS_BINS_circular,1766127482
0.873666667,permute432_WINS_BINS_circular,1766127483
0.862833333,permute433_WINS_BINS_circular,1766127483
0.853333333,permute434_WINS_BINS_circular,1766127483
0.851833333,permute435_WINS_BINS_circular,1766127483
0.871,permute436_WINS_BINS_circular,1766127483
0.839333333,permute437_WINS_BINS_circular,1766127483
0.829333333,permute438_WINS_BINS_circular,1766127483
0.868666667,permute439_WINS_BINS_circular,1766127483
0.848833333,permute43_WINS_BINS_circular,1766127482
0.878,permute440_WINS_BINS_circular,1766127483
0.835833333,permute441_WINS_BINS_circular,1766127483
0.8495,permute442_WINS_BINS_circular,1766127483
0.845333333,permute443_WINS_BINS_circular,1766127487
0.841833333,permute444_WINS_BINS_circular,1766127487
0.8595,permute445_WINS_BINS_circular,1766127486
0.868333333,permute446_WINS_BINS_circular,1766127486
0.888,permute447_WINS_BINS_circular,1766127486
0.861833333,permute448_WINS_BINS_circular,1766127488
0.867833333,permute449_WINS_BINS_circular,1766127488
0.8475,permute44_WINS_BINS_circular,1766127483
0.877666667,permute450_WINS_BINS_circular,1766127488
0.86,permute451_WINS_BINS_circular,1766127487
0.869166667,permute452_WINS_BINS_circular,1766127487
0.885,permute453_WINS_BINS_circular,1766127488
0.875666667,permute454_WINS_BINS_circular,1766127487
0.879833333,permute455_WINS_BINS_circular,1766127488
0.880333333,permute456_WINS_BINS_circular,1766127488
0.881,permute457_WINS_BINS_circular,1766127488
0.875,permute458_WINS_BINS_circular,1766127488
0.879666667,permute459_WINS_BINS_circular,1766127488
0.848333333,permute45_WINS_BINS_circular,1766127487
0.880833333,permute460_WINS_BINS_circular,1766127488
0.8745,permute461_WINS_BINS_circular,1766127490
0.8775,permute462_WINS_BINS_circular,1766127490
0.864166667,permute463_WINS_BINS_circular,1766127490
0.864333333,permute464_WINS_BINS_circular,1766127490
0.838666667,permute465_WINS_BINS_circular,1766127492
0.893333333,permute466_WINS_BINS_circular,1766127491
0.812,permute467_WINS_BINS_circular,1766127491
0.8235,permute468_WINS_BINS_circular,1766127491
0.819666667,permute469_WINS_BINS_circular,1766127491
0.881166667,permute46_WINS_BINS_circular,1766127488
0.869,permute470_WINS_BINS_circular,1766127491
0.889833333,permute471_WINS_BINS_circular,1766127492
0.871333333,permute472_WINS_BINS_circular,1766127492
0.852833333,permute473_WINS_BINS_circular,1766127493
0.851166667,permute474_WINS_BINS_circular,1766127492
0.852833333,permute475_WINS_BINS_circular,1766127493
0.852666667,permute476_WINS_BINS_circular,1766127493
0.8415,permute477_WINS_BINS_circular,1766127493
0.874166667,permute478_WINS_BINS_circular,1766127493
0.882,permute479_WINS_BINS_circular,1766127493
0.879166667,permute47_WINS_BINS_circular,1766127492
0.907166667,permute480_WINS_BINS_circular,1766127494
0.879,permute481_WINS_BINS_circular,1766127497
0.870166667,permute482_WINS_BINS_circular,1766127497
0.8765,permute483_WINS_BINS_circular,1766127496
0.839666667,permute484_WINS_BINS_circular,1766127497
0.844166667,permute485_WINS_BINS_circular,1766127497
0.886,permute486_WINS_BINS_circular,1766127497
0.895666667,permute487_WINS_BINS_circular,1766127497
0.847666667,permute488_WINS_BINS_circular,1766127497
0.867833333,permute489_WINS_BINS_circular,1766127497
0.878666667,permute48_WINS_BINS_circular,1766127494
0.854833333,permute490_WINS_BINS_circular,1766127498
0.864333333,permute491_WINS_BINS_circular,1766127498
0.812333333,permute492_WINS_BINS_circular,1766127497
0.902666667,permute493_WINS_BINS_circular,1766127497
0.805666667,permute494_WINS_BINS_circular,1766127498
0.879166667,permute495_WINS_BINS_circular,1766127498
0.874166667,permute496_WINS_BINS_circular,1766127498
0.8645,permute497_WINS_BINS_circular,1766127498
0.849,permute498_WINS_BINS_circular,1766127498
0.845,permute499_WINS_BINS_circular,1766127498
0.837666667,permute49_WINS_BINS_circular,1766127497
0.855,permute4_WINS_BINS_circular,1766127474
0.851,permute500_WINS_BINS_circular,1766127498
0.895833333,permute501_WINS_BINS_circular,1766127498
0.869333333,permute502_WINS_BINS_circular,1766127498
0.870833333,permute503_WINS_BINS_circular,1766127498
0.8715,permute504_WINS_BINS_circular,1766127498
0.869166667,permute505_WINS_BINS_circular,1766127498
0.880333333,permute506_WINS_BINS_circular,1766127504
0.888666667,permute507_WINS_BINS_circular,1766127502
0.864166667,permute508_WINS_BINS_circular,1766127502
0.899666667,permute509_WINS_BINS_circular,1766127502
0.815166667,permute50_WINS_BINS_circular,1766127498
0.868666667,permute510_WINS_BINS_circular,1766127503
0.833833333,permute511_WINS_BINS_circular,1766127503
0.850833333,permute512_WINS_BINS_circular,1766127503
0.88,permute513_WINS_BINS_circular,1766127503
0.865,permute514_WINS_BINS_circular,1766127503
0.840333333,permute515_WINS_BINS_circular,1766127503
0.840833333,permute516_WINS_BINS_circular,1766127503
0.859333333,permute517_WINS_BINS_circular,1766127503
0.862666667,permute518_WINS_BINS_circular,1766127503
0.858333333,permute519_WINS_BINS_circular,1766127505
0.909166667,permute51_WINS_BINS_circular,1766127502
0.889166667,permute520_WINS_BINS_circular,1766127506
0.858666667,permute521_WINS_BINS_circular,1766127506
0.857666667,permute522_WINS_BINS_circular,1766127506
0.859833333,permute523_WINS_BINS_circular,1766127506
0.835666667,permute524_WINS_BINS_circular,1766127504
0.829,permute525_WINS_BINS_circular,1766127504
0.884,permute526_WINS_BINS_circular,1766127504
0.8735,permute527_WINS_BINS_circular,1766127504
0.853166667,permute528_WINS_BINS_circular,1766127505
0.856166667,permute529_WINS_BINS_circular,1766127506
0.897166667,permute52_WINS_BINS_circular,1766127503
0.864166667,permute530_WINS_BINS_circular,1766127505
0.823333333,permute531_WINS_BINS_circular,1766127506
0.882833333,permute532_WINS_BINS_circular,1766127506
0.843,permute533_WINS_BINS_circular,1766127506
0.895166667,permute534_WINS_BINS_circular,1766127506
0.8545,permute535_WINS_BINS_circular,1766127507
0.847833333,permute536_WINS_BINS_circular,1766127507
0.8515,permute537_WINS_BINS_circular,1766127507
0.861666667,permute538_WINS_BINS_circular,1766127507
0.890166667,permute539_WINS_BINS_circular,1766127511
0.884,permute53_WINS_BINS_circular,1766127505
0.861333333,permute540_WINS_BINS_circular,1766127508
0.826833333,permute541_WINS_BINS_circular,1766127508
0.886333333,permute542_WINS_BINS_circular,1766127509
0.85,permute543_WINS_BINS_circular,1766127508
0.8855,permute544_WINS_BINS_circular,1766127509
0.900833333,permute545_WINS_BINS_circular,1766127509
0.863666667,permute546_WINS_BINS_circular,1766127509
0.902166667,permute547_WINS_BINS_circular,1766127510
0.8325,permute548_WINS_BINS_circular,1766127512
0.888333333,permute549_WINS_BINS_circular,1766127512
0.865166667,permute54_WINS_BINS_circular,1766127508
0.856833333,permute550_WINS_BINS_circular,1766127512
0.8745,permute551_WINS_BINS_circular,1766127512
0.898833333,permute552_WINS_BINS_circular,1766127512
0.879166667,permute553_WINS_BINS_circular,1766127512
0.8475,permute554_WINS_BINS_circular,1766127512
0.875833333,permute555_WINS_BINS_circular,1766127513
0.898333333,permute556_WINS_BINS_circular,1766127514
